Fecha,Coste,Clics,Impresiones,Categoría de página
2025-02-18,0.0,0,2,Artículos generales
2025-02-18,0.36,1,1,Artículos generales
2025-02-18,0.0,0,4,Artículos generales
2025-02-18,0.0,0,2,Artículos generales
2025-02-18,0.0,0,2,Artículos generales
2025-02-18,0.0,0,3,Artículos generales
2025-02-18,0.0,0,1,Artículos generales
2025-02-18,0.0,0,2,Artículos generales
2025-02-18,0.0,0,1,Página Inicio
2025-02-18,1.08,1,167,Categorías de producto
2025-02-18,0.0,0,17,Categorías de producto
2025-02-18,0.0,0,9,Categorías de producto
2025-02-18,2.39,1,172,Clases y cursos
2025-02-18,10.33,15,145,Clases y cursos
2025-02-18,12.54,19,198,Clases y cursos
2025-02-18,1.26,1,331,Contacto / F.A.Q
2025-02-18,0.0,0,10,Contacto / F.A.Q
2025-02-18,0.0,0,1,Campañas
2025-02-18,0.0,0,1,Clases y cursos
2025-02-18,0.0,0,2,Clases y cursos
2025-02-18,8.28,19,334,Clases y cursos
2025-02-18,0.23,1,3,Clases y cursos
2025-02-18,0.43,1,247,Tienda
2025-02-18,2.3,7,32,Tienda
2025-02-18,0.46,1,37,Tienda
2025-02-18,0.0,0,1,Contacto / F.A.Q
2025-02-19,0.9,0,57,Página Inicio
2025-02-19,5.54,6,64,Campañas
2025-02-19,7.1,8,79,Campañas
2025-02-19,0.45,1,22,Campañas
2025-02-19,0.52,1,269,Clases y cursos
2025-02-19,0.41,1,10,Clases y cursos
2025-02-19,0.0,0,5,Clases y cursos
2025-02-19,0.0,0,9,Clases y cursos
2025-02-19,6.03,5,74,Clases y cursos
2025-02-19,0.0,0,8,Clases y cursos
2025-02-19,0.0,0,1,Clases y cursos
2025-02-19,0.0,0,2,Artículos generales
2025-02-19,0.0,0,2,Artículos generales
2025-02-19,0.0,0,3,Artículos generales
2025-02-19,0.0,0,8,Artículos generales
2025-02-19,0.0,0,3,Artículos generales
2025-02-19,0.0,0,2,Artículos generales
2025-02-19,0.0,0,6,Artículos generales
2025-02-19,0.0,0,1,Artículos generales
2025-02-19,0.0,0,1,Artículos generales
2025-02-19,0.0,0,4,Artículos generales
2025-02-19,0.0,0,2,Artículos generales
2025-02-19,0.0,0,2,Página Inicio
2025-02-19,1.68,3,227,Categorías de producto
2025-02-19,0.0,0,16,Categorías de producto
2025-02-19,0.45,1,118,Categorías de producto
2025-02-19,0.3,2,233,Clases y cursos
2025-02-19,14.47,24,172,Clases y cursos
2025-02-19,6.96,12,235,Clases y cursos
2025-02-19,0.0,0,433,Contacto / F.A.Q
2025-02-19,0.0,0,10,Contacto / F.A.Q
2025-02-19,0.0,0,1,Clases y cursos
2025-02-19,3.99,8,155,Clases y cursos
2025-02-19,0.88,3,20,Clases y cursos
2025-02-19,2.25,3,376,Tienda
2025-02-19,1.47,8,48,Tienda
2025-02-19,0.75,3,30,Tienda
2025-02-20,1.42,5,133,Página Inicio
2025-02-20,2.36,3,39,Campañas
2025-02-20,5.65,10,64,Campañas
2025-02-20,0.03,1,10,Campañas
2025-02-20,1.55,2,219,Clases y cursos
2025-02-20,0.0,0,14,Clases y cursos
2025-02-20,0.09,1,2,Clases y cursos
2025-02-20,0.0,0,3,Clases y cursos
2025-02-20,6.32,7,73,Clases y cursos
2025-02-20,0.84,1,8,Clases y cursos
2025-02-20,0.0,0,5,Clases y cursos
2025-02-20,0.0,0,1,Artículos generales
2025-02-20,0.0,0,1,Artículos generales
2025-02-20,0.0,0,3,Artículos generales
2025-02-20,0.0,0,2,Artículos generales
2025-02-20,0.0,0,3,Artículos generales
2025-02-20,0.0,0,3,Artículos generales
2025-02-20,0.0,0,3,Artículos generales
2025-02-20,1.63,2,167,Categorías de producto
2025-02-20,2.89,3,14,Categorías de producto
2025-02-20,0.13,1,119,Categorías de producto
2025-02-20,1.61,3,180,Clases y cursos
2025-02-20,16.17,27,151,Clases y cursos
2025-02-20,4.16,8,168,Clases y cursos
2025-02-20,0.39,1,328,Contacto / F.A.Q
2025-02-20,0.53,2,5,Contacto / F.A.Q
2025-02-20,1.49,1,2,Clases y cursos
2025-02-20,4.73,5,93,Clases y cursos
2025-02-20,0.0,0,4,Clases y cursos
2025-02-20,1.02,15,306,Tienda
2025-02-20,2.03,10,41,Tienda
2025-02-20,1.9,2,14,Tienda
2025-02-20,0.0,0,2,Contacto / F.A.Q
2025-02-21,1.28,4,94,Página Inicio
2025-02-21,2.69,6,73,Campañas
2025-02-21,1.32,4,81,Campañas
2025-02-21,0.83,1,4,Campañas
2025-02-21,0.18,1,223,Clases y cursos
2025-02-21,0.75,1,18,Clases y cursos
2025-02-21,0.0,0,6,Clases y cursos
2025-02-21,0.88,1,11,Clases y cursos
2025-02-21,3.6,4,75,Clases y cursos
2025-02-21,0.0,0,7,Clases y cursos
2025-02-21,0.0,0,2,Clases y cursos
2025-02-21,0.0,0,3,Artículos generales
2025-02-21,0.0,0,1,Artículos generales
2025-02-21,0.0,0,1,Artículos generales
2025-02-21,0.0,0,2,Artículos generales
2025-02-21,0.0,0,3,Artículos generales
2025-02-21,0.0,0,3,Artículos generales
2025-02-21,0.0,0,8,Artículos generales
2025-02-21,0.0,0,1,Artículos generales
2025-02-21,0.0,0,5,Artículos generales
2025-02-21,0.0,0,4,Artículos generales
2025-02-21,0.03,1,172,Categorías de producto
2025-02-21,0.71,1,22,Categorías de producto
2025-02-21,0.03,1,197,Categorías de producto
2025-02-21,0.01,1,185,Clases y cursos
2025-02-21,7.58,12,143,Clases y cursos
2025-02-21,3.9,10,151,Clases y cursos
2025-02-21,0.0,0,3,Campañas
2025-02-21,0.0,0,337,Contacto / F.A.Q
2025-02-21,0.0,0,4,Contacto / F.A.Q
2025-02-21,7.22,13,75,Clases y cursos
2025-02-21,0.0,0,11,Clases y cursos
2025-02-21,1.14,0,327,Tienda
2025-02-21,0.97,9,37,Tienda
2025-02-21,1.45,2,26,Tienda
2025-02-21,0.25,1,2,Contacto / F.A.Q
2025-02-22,1.35,8,174,Página Inicio
2025-02-22,3.34,5,73,Campañas
2025-02-22,4.57,7,96,Campañas
2025-02-22,1.7,5,23,Campañas
2025-02-22,0.81,1,1,Campañas
2025-02-22,1.73,2,226,Clases y cursos
2025-02-22,0.0,0,6,Clases y cursos
2025-02-22,0.0,0,1,Clases y cursos
2025-02-22,0.0,0,8,Clases y cursos
2025-02-22,1.01,3,33,Clases y cursos
2025-02-22,0.0,0,7,Clases y cursos
2025-02-22,0.0,0,1,Artículos generales
2025-02-22,0.0,0,3,Artículos generales
2025-02-22,0.0,0,2,Artículos generales
2025-02-22,0.0,0,1,Artículos generales
2025-02-22,0.0,0,9,Artículos generales
2025-02-22,0.0,0,1,Artículos generales
2025-02-22,0.0,0,4,Artículos generales
2025-02-22,0.0,0,21,Artículos generales
2025-02-22,0.0,0,2,Artículos generales
2025-02-22,0.0,0,4,Artículos generales
2025-02-22,0.0,0,1,Artículos generales
2025-02-22,0.0,0,2,Artículos generales
2025-02-22,0.0,0,1,Página Inicio
2025-02-22,0.55,1,158,Categorías de producto
2025-02-22,3.17,3,14,Categorías de producto
2025-02-22,0.02,1,198,Categorías de producto
2025-02-22,0.0,0,178,Clases y cursos
2025-02-22,8.83,15,124,Clases y cursos
2025-02-22,8.51,15,135,Clases y cursos
2025-02-22,0.0,0,4,Campañas
2025-02-22,0.59,1,330,Contacto / F.A.Q
2025-02-22,0.0,0,3,Contacto / F.A.Q
2025-02-22,0.0,0,2,Campañas
2025-02-22,0.41,1,3,Clases y cursos
2025-02-22,4.27,13,190,Clases y cursos
2025-02-22,0.0,0,15,Clases y cursos
2025-02-22,0.0,0,2,Contacto / F.A.Q
2025-02-22,1.52,6,423,Tienda
2025-02-22,0.62,7,31,Tienda
2025-02-22,0.52,1,36,Tienda
2025-02-22,0.78,1,6,Contacto / F.A.Q
2025-02-23,0.27,3,48,Página Inicio
2025-02-23,2.68,4,58,Campañas
2025-02-23,3.16,9,91,Campañas
2025-02-23,0.71,2,25,Campañas
2025-02-23,0.0,1,288,Clases y cursos
2025-02-23,1.69,1,8,Clases y cursos
2025-02-23,0.0,0,11,Clases y cursos
2025-02-23,1.5,2,5,Clases y cursos
2025-02-23,1.28,2,62,Clases y cursos
2025-02-23,1.06,1,18,Clases y cursos
2025-02-23,0.0,0,6,Clases y cursos
2025-02-23,0.33,1,7,Artículos generales
2025-02-23,0.0,0,1,Artículos generales
2025-02-23,0.0,0,6,Artículos generales
2025-02-23,0.0,0,3,Artículos generales
2025-02-23,0.0,0,7,Artículos generales
2025-02-23,0.0,0,1,Artículos generales
2025-02-23,0.0,0,2,Artículos generales
2025-02-23,0.0,0,6,Artículos generales
2025-02-23,0.37,1,20,Artículos generales
2025-02-23,0.0,0,2,Artículos generales
2025-02-23,0.0,0,6,Artículos generales
2025-02-23,0.0,0,7,Artículos generales
2025-02-23,0.0,0,1,Artículos generales
2025-02-23,0.31,1,206,Categorías de producto
2025-02-23,0.0,0,12,Categorías de producto
2025-02-23,0.47,3,152,Categorías de producto
2025-02-23,1.25,4,251,Clases y cursos
2025-02-23,6.75,11,126,Clases y cursos
2025-02-23,6.2,9,174,Clases y cursos
2025-02-23,0.0,0,1,Campañas
2025-02-23,1.81,3,453,Contacto / F.A.Q
2025-02-23,0.0,0,8,Contacto / F.A.Q
2025-02-23,0.0,0,1,Campañas
2025-02-23,0.0,0,1,Clases y cursos
2025-02-23,3.86,11,194,Clases y cursos
2025-02-23,2.08,4,24,Clases y cursos
2025-02-23,0.94,3,378,Tienda
2025-02-23,0.68,2,26,Tienda
2025-02-23,0.9,2,78,Tienda
2025-02-23,2.91,3,6,Contacto / F.A.Q
